Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Doloi, H",,,,"Doloi, Hemanta",,,Cost Overruns and Failure in Project Management: Understanding the Roles of Key Stakeholders in Construction Projects,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,,English,Article,,,,,,Cost overrun; Cost estimation; Cost performance; Project management,CLIENTS; DESIGN; BUILD,"The subject of poor cost performance has been widely published in the mainstream project and construction management literature. Nevertheless, the underlying responsibilities of the key stakeholders (clients, consultants, and contractors) in managing this chronic problem in the Australian construction industry remain unclear. By performing an in-depth analysis of the roles and responsibilities of these key stakeholders, this research is intended to unfold the industrywide perception of cost performance being heavily reliant on the contractor's performance alone. Based on a thorough literature review and relevant industry inputs, 73 attributes associated with cost performance were identified for investigation. Based on the relative importance weighing technique on 48 selected attributes, planning and scheduling deficiencies have the highest impact on cost performance from clients, consultants, and contractors' perspectives. Confirmatory factor analysis on the combined responses across all three groups suggests that robust control procedures and adequate programming, along with efficient design and effective site management, are the most critical factors. These factors are primarily associated with the responsibilities of contractors and consultants for managing cost overruns in projects. However, the client's responsibility in facilitating effective management of these factors within the project environment is crucial. Multivariate regression analysis performed on eight factors' scores highlighted the influence of five significant factors (p < 5%) on managing cost overruns. The findings are expected to abridge a significant knowledge gap by shifting the priorities in cost estimation and management practices across all industry sectors. DOI: 10.1061/(ASCE)CO.1943-7862.0000621. (C) 2013 American Society of Civil Engineers.","Univ Melbourne, Fac Architecture Bldg & Planning, Melbourne, Vic 3010, Australia","Doloi, H (corresponding author), Univ Melbourne, Fac Architecture Bldg & Planning, Melbourne, Vic 3010, Australia.",hdoloi@unimelb.edu.au,"Doloi, Hemanta/AAY-9372-2021","Doloi, Hemanta/0000-0002-3671-1950",,,,27,103,104,5,185,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",0733-9364,1943-7862,,J CONSTR ENG M,J. Constr. Eng. Manage.,MAR,2013,139,3,,,,,267,279,,10.1061/(ASCE)CO.1943-7862.0000621,,,13,"Construction & Building Technology; Engineering, Industrial; Engineering, Civil",Construction & Building Technology; Engineering,111WI,WOS:000316551700002,,,,,2021-10-10,
J,"Ng, ST; Skitmore, M",,,,"Ng, S. Thomas; Skitmore, Martin",,,DEVELOPING A FRAMEWORK FOR SUBCONTRACTOR APPRAISAL USING A BALANCED SCORECARD,JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT,,,English,Article,,,,,,construction subcontractor; performance appraisal; balanced scorecard,SELECTION; CRITERIA; SYSTEM; MODEL,"Subcontractors contribute significantly to construction projects and their performance can seriously affect overall project success. It is crucial, therefore, to appraise the performance of subcontractors to ensure they satisfy the client's expectations and project requirements. To increase the transparency and accuracy of subcontractor appraisal, the baseline and target performance levels should be set at the outset so that the appraisers and those being appraised realize exactly what standards are to be achieved. The balanced scorecard, being a powerful tool for performance appraisal, offers a potentially good approach for modeling the subcontractor appraisal process. In this paper, an approach to developing a balanced scorecard subcontractor appraisal model is proposed and demonstrated through a questionnaire survey administered in Hong Kong and from which the baseline and target performance levels for large-scale skilled subcontractors are identified. A case example is used to illustrate the operation of the model. Finally, a means by which the model may be validated is demonstrated through the use of field experts. The results demonstrate the feasibility of developing a balanced scorecard model that can help improve the transparency of subcontractor appraisal despite the baseline and target performance levels changing according to the project characteristics, subcontractor categories and size.","[Ng, S. Thomas] Univ Hong Kong, Dept Civil Engn, Hong Kong, Hong Kong, Peoples R China; [Skitmore, Martin] Queensland Univ Technol, Sch Civil Engn & Built Environm, Brisbane, Qld 4001, Australia","Ng, ST (corresponding author), Univ Hong Kong, Dept Civil Engn, Pokfulam Rd, Hong Kong, Hong Kong, Peoples R China.",tstng@hku.hk,"Ng, S. Thomas/AAZ-9757-2020; Skitmore, Martin/I-9743-2012","Ng, S. Thomas/0000-0003-2062-0234; Skitmore, Martin/0000-0001-7135-1201",Research Grants Council of the HKSAR GovernmentHong Kong Research Grants Council [7120/04E],The authors would like to thank the Research Grants Council of the HKSAR Government for funding this research study through the General Research Fund (Grant No.: 7120/04E). The assistance of Mr Jason C. S. Ng during the data collection and analysis stage is also gratefully acknowledged.,,28,10,10,0,19,VILNIUS GEDIMINAS TECH UNIV,VILNIUS,"SAULETEKIO AL 11, VILNIUS, LT-10223, LITHUANIA",1392-3730,1822-3605,,J CIV ENG MANAG,J. Civ. Eng. Manag.,,2014,20,2,,,,,149,158,,10.3846/13923730.2013.802705,,,10,"Engineering, Civil",Engineering,AF8EZ,WOS:000334949600001,,"hybrid, Green Submitted",,,2021-10-10,
J,"Yaghootkar, K; Gil, N",,,,"Yaghootkar, K.; Gil, N.",,,The effects of schedule-driven project management in multi-project environments,INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,,,English,Article,,,,,,Multi-project organizations; Schedule-driven management; Product development projects; Resource allocation; System dynamics,PORTFOLIO MANAGEMENT; PRODUCT DEVELOPMENT; PERFORMANCE; DESIGN,"Prior work has affirmed the importance of studying project management in multi-project environments. A challenge in these settings pertains to the need to share skilled resources across concurrent projects when project management is schedule-driven and resource capacity is fully committed. To probe into this problem, we use a system dynamics simulation grounded on in-depth fieldwork with a high-performance truck developer. We simulate the effects of capturing resources allocated originally to one project so as to speed up another product development project that started late. Our central contribution is to illuminate how a schedule-driven project management policy can lead to a vicious cycle that degrades the organization's capability to meet the planned project milestones in the long-term. Whilst capturing resources can ensure that a tardy but 'business-critical' project is delivered on time, if the organization has no free resource capacity and is also not recruiting more staff, this practice harms the schedule performance of the projects deprived from resources. Further, the workforce's productivity gradually deteriorates as the frequency with which staff switches back and forth between projects increases. These effects compounded cause delays in all the subsequent projects, irremediably degrading the organization's capability to deliver projects on time reliably. (C) 2011 Elsevier Ltd. APM and IPMA. All rights reserved.","[Yaghootkar, K.; Gil, N.] Univ Manchester, Manchester Business Sch, Manchester M13 9PL, Lancs, England","Gil, N (corresponding author), Univ Manchester, Manchester Business Sch, Manchester M13 9PL, Lancs, England.",nuno.gil@mbs.ac.uk,"IJSHT, IJPSAT/J-1399-2016","IJSHT, IJPSAT/0000-0002-9981-0489; Gil, Nuno A./0000-0001-6338-2913",,,,52,40,40,4,86,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0263-7863,1873-4634,,INT J PROJ MANAG,Int. J. Proj. Manag.,JAN,2012,30,1,,,,,127,140,,10.1016/j.ijproman.2011.02.005,,,14,Management,Business & Economics,868JB,WOS:000298518500013,,,,,2021-10-10,
J,"Ponnappa, G",,,,"Ponnappa, Gitanjali",,,Project Stakeholder Management,PROJECT MANAGEMENT JOURNAL,,,English,Book Review,,,,,,,,,"[Ponnappa, Gitanjali] PMP, Zurich, Switzerland","Ponnappa, G (corresponding author), PMP, Zurich, Switzerland.",,,,,,,1,0,0,1,23,"WILEY PERIODICALS, INC",SAN FRANCISCO,"ONE MONTGOMERY ST, SUITE 1200, SAN FRANCISCO, CA 94104 USA",8756-9728,1938-9507,,PROJ MANAG J,Proj. Manag. J.,APR,2014,45,2,,,,,e3,e3,,10.1002/pmj.21400,,,1,Management,Business & Economics,AE4EH,WOS:000333933700004,,,,,2021-10-10,
J,"Vidogah, W; Ndekugri, I",,,,"Vidogah, W; Ndekugri, I",,,Improving management of claims: Contractors' perspective,JOURNAL OF MANAGEMENT IN ENGINEERING,,,English,Article,,,,,,,CONSTRUCTION,"There is high incidence of disputes arising from construction contract claims. Even with the most expert understanding of construction contract clauses and the most equitable risk-allocation regime, claims will continue to present problems if they are poorly managed in practice. The research reported in this paper was aimed at identifying shortcomings, and their causes, in claims-management practice. It consisted of a comprehensive review of literature on the subject, a postal questionnaire survey of, and interviews with, contractors and consultants, and case studies of claims on projects. A major finding is that claims management is not treated as a management function on the same footing as estimating, planning, scheduling, and cost control. It is poorly resourced and performed in an ad hoc manner. As a consequence claims-related issues are too often put in abeyance until project completion when necessary resources are released from recognized functions. Issues, documents, and information normally at the center of disputes have been identified. These have to be the focus in decision making, in training, and in redesigning relevant company information systems, and must change management strategies.",,"Vidogah, W (corresponding author), WOLVERHAMPTON UNIV,SCH CONSTRUCT ENGN & TECHNOL,WULFRUNA ST,WOLVERHAMPTON WV1 1SB,W MIDLANDS,ENGLAND.",,,,,,,25,24,24,0,14,ASCE-AMER SOC CIVIL ENGINEERS,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017-2398",0742-597X,,,J MANAGE ENG,J. Manage. Eng.,SEP-OCT,1997,13,5,,,,,37,44,,10.1061/(ASCE)0742-597X(1997)13:5(37),,,8,"Engineering, Industrial; Engineering, Civil",Engineering,XT627,WOS:A1997XT62700025,,,,,2021-10-10,
J,"Gu, SY; Zhang, P; Yang, JY",,,,"Gu, Shengyu; Zhang, Pan; Yang, Jianying",,,SYSTEM DYNAMICS MODEL BASED ON EVOLUTIONARY GAME THEORY FOR QUALITY SUPERVISION AMONG CONSTRUCTION STAKEHOLDERS,JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT,,,English,Article,,,,,,construction quality; quality supervision; tripartite stakeholders; evolutionary game theory; system dynamics; dynamic penalty-reward,PROJECT-MANAGEMENT; INDUSTRY; PERFORMANCE; SUCCESS; BARRIERS; BEHAVIOR; IMPACT,"To address the gap, that is, few studies have explored the influence of the participants' interactions with one another during construction quality supervision, this paper proposes a system dynamics model based on evolutionary game theory to describe the complex and dynamic interactions among tripartite stakeholders in China, including the project owner (PO), construction supervising engineer (CSE), and construction contractor (CC). First, the replicated dynamic equation set is established in terms of expense targets. Second, the equilibrium solutions of the equation set are obtained to test strategy options. The trends of system fluctuations caused by penalty and reward changes are also analyzed. Finally, the stability of the proposed model is improved by integrating a dynamic penalty-reward scenario into the evolutionary strategy of the PO. Simulation results show that: 1) the evolutionary stable strategy does not exist in initial interactions, 2) the degrees of penalty and reward considerably affect the CC's rate variable, and 3) the dynamic penalty-reward scenario could effectively improve the stability of the proposed modeL The unsteadiness of the quality supervision system and the stability control scenario could help in understanding the impact of interactions among stakeholders and provide suggestions for optimizing quality supervision procedures.","[Gu, Shengyu] China Univ Geosci, Sch Econ & Management, Wuhan, Hubei, Peoples R China; [Zhang, Pan] Huazhong Univ Sci & Technol, Sch Civil Engn & Mech, Wuhan, Hubei, Peoples R China; [Zhang, Pan] Huazhong Univ Sci & Technol, Inst Construct Management, Wuhan, Hubei, Peoples R China; [Yang, Jianying] Wuhan Ctr China Geol Survey, Wuhan, Hubei, Peoples R China","Zhang, P (corresponding author), Huazhong Univ Sci & Technol, Sch Civil Engn & Mech, Wuhan, Hubei, Peoples R China.; Zhang, P (corresponding author), Huazhong Univ Sci & Technol, Inst Construct Management, Wuhan, Hubei, Peoples R China.",zhangpan2017@hust.edu.cn,,,"Fundamental Research Funds for the Central Universities, China University of Geosciences (Wuhan)Fundamental Research Funds for the Central Universities [170649]; Research Foundation of Humanities and Social Sciences of Ministry of Education of China [15YJA630019]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [71573237]; China Institute of Geo-environment Monitoring [0001212016CC60013]","This work was supported by the Fundamental Research Funds for the Central Universities, China University of Geosciences (Wuhan) under Grant [number 170649]; the Research Foundation of Humanities and Social Sciences of Ministry of Education of China under Grant [number 15YJA630019]; the National Natural Science Foundation of China under Grant [number 71573237]; China Institute of Geo-environment Monitoring under Grant [number 0001212016CC60013].",,52,15,15,12,46,VILNIUS GEDIMINAS TECH UNIV,VILNIUS,"SAULETEKIO AL 11, VILNIUS, LT-10223, LITHUANIA",1392-3730,1822-3605,,J CIV ENG MANAG,J. Civ. Eng. Manag.,,2018,24,4,,,,,318,330,,10.3846/jcem.2018.3068,,,13,"Engineering, Civil",Engineering,GQ9SR,WOS:000442129300004,,gold,,,2021-10-10,
J,"Polat, G",,,,"Polat, Gul",,,SUBCONTRACTOR SELECTION USING THE INTEGRATION OF THE AHP AND PROMETHEE METHODS,JOURNAL OF CIVIL ENGINEERING AND MANAGEMENT,,,English,Article,,,,,,subcontractor selection; multi-criteria-decision-making; AHP; PROMETHEE; GAIA; sensitivity analysis,BLOCKS MAINTENANCE CONTRACTORS; EVALUATION SYSTEM; DECISION-MAKING; CONSTRUCTION; FRAMEWORK; CRITERIA; MODEL; SUB; PERFORMANCE; PROJECTS,"On many construction projects, especially building projects, 80-90% of the tasks are performed by subcontractors. Since the success of the project highly depends on the performances of the subcontractors, selecting the right subcontractor for the right job is critical. Main contractors generally tend to select the subcontractors that offer the lowest bid price. However, working with unqualified and insufficiently financed subcontractors may result in inefficiencies and failures. Thus, a combination of several compromising and conflicting criteria underpinning financial capacity and competencies of the subcontractors should be considered during the subcontractor selection process. This paper proposes an integrated decision approach, which employs analytic hierarchy process (AHP) and preference ranking organization method for enrichment evaluations (PROMETHEE) together, for the subcontractor selection problem. In the proposed approach, AHP is used to analyze the structure of the subcontractor selection problem and to determine the weights of the criteria, and PROMETHEE is employed to obtain complete ranking and perform sensitivity analysis by changing the weights of criteria. The proposed approach is applied to a problem of selecting the most appropriate subcontractor to be worked with in an international construction project. Company management found the proposed decision approach satisfactory and implementable in future subcontractor selection problems.","[Polat, Gul] Istanbul Tech Univ, Dept Civil Engn, Insaat Fak, TR-34469 Istanbul, Turkey","Polat, G (corresponding author), Istanbul Tech Univ, Dept Civil Engn, Insaat Fak, TR-34469 Istanbul, Turkey.",polatgu@itu.edu.tr,"POLAT, GUL/ABB-3256-2020","POLAT, GUL/0000-0003-2431-033X",,,,64,38,38,1,36,VILNIUS GEDIMINAS TECH UNIV,VILNIUS,"SAULETEKIO AL 11, VILNIUS, LT-10223, LITHUANIA",1392-3730,1822-3605,,J CIV ENG MANAG,J. Civ. Eng. Manag.,,2016,22,8,,,,,1042,1054,,10.3846/13923730.2014.948910,,,13,"Engineering, Civil",Engineering,EF9XL,WOS:000390684700007,,hybrid,,,2021-10-10,
J,"Cottrell, DS",,,,"Cottrell, DS",,,Contractor process improvement for enhancing construction productivity,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,,English,Article,,,,,,,TRENDS,"This paper presents a regression model that relates job site productivity to process improvement initiatives (PIIs) executed both before and during construction. Applied during early project stages, this model helps industry practitioners to predict the expected value of labor productivity based on certain inputs related to preconstruction planning and construction execution. The model demonstrates the strong relationship of project performance to a variety of PIIs including design completeness, definition of a project vision statement, testing oversight, and project manager experience and dedication. The correlational research methodology targeted 75 projects representing approximately $274.53 million in civil construction. The data collection effort considered 45 PIIs (independent variables) using quantitative and qualitative measures. The modeling technique involved the use of multiple linear regression, a method that exploits available data from multiple, independent sources to focus on specific outcomes. The model was developed directly from contractor specific information and subjected to rigorous statistical analysis. The model provides project managers as front line industry practitioners with a deliberate yet practical approach to project management and productivity enhancement. The modeling results include verification analysis and a discussion of the model's usefulness and limitations.","Univ N Carolina, Dept Engn Technol, Charlotte, NC 28223 USA; Penn State Univ, Middletown, PA 17057 USA","Cottrell, DS (corresponding author), Univ N Carolina, Dept Engn Technol, 9201 Univ City Blvd, Charlotte, NC 28223 USA.",dscottre@uncc.edu,,,,,,24,8,8,0,11,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",0733-9364,1943-7862,,J CONSTR ENG M,J. Constr. Eng. Manage.,FEB,2006,132,2,,,,,189,196,,10.1061/(ASCE)0733-9364(2006)132:2(189),,,8,"Construction & Building Technology; Engineering, Industrial; Engineering, Civil",Construction & Building Technology; Engineering,005ZI,WOS:000234864500011,,,,,2021-10-10,
J,"Konstantinou, E; Lasenby, J; Brilakis, I",,,,"Konstantinou, Eirini; Lasenby, Joan; Brilakis, Ioannis",,,Adaptive computer vision-based 2D tracking of workers in complex environments,AUTOMATION IN CONSTRUCTION,,,English,Review,,,,,,Tracking; Workers; Construction; Computer vision,VISUAL TRACKING; OBJECT TRACKING,"Monitoring of construction workers is important in managing labour productivity. To date, the construction sector relies either on intensive manual observations or intrusive tag-based practices. Visual tracking methods can provide automated and tag-less monitoring. However, no method to date has succeeded in tracking multiple workers, as construction sites are complex environments due to congestion, background clutter and occlusions. In addition, workers have similar appearance and exhibit illumination/scale/posture variations and abrupt changes in movement over the course of their task. To address these shortcomings, we propose a vision-based method that consists of 3 models. Firstly, an adaptive model provides continuous information about the previous position of workers and their appearance features. Secondly, a prediction model is used to calculate the current position of workers, and finally, an appearance model provides accurate localisation. Experimental results show that the proposed method achieves high performance and outperforms the latest relevant state of the art methods.","[Konstantinou, Eirini; Lasenby, Joan; Brilakis, Ioannis] Univ Cambridge, Dept Engn, Trumptington St, Cambridge CB2 1PZ, England","Konstantinou, E (corresponding author), Univ Cambridge, Dept Engn, Trumptington St, Cambridge CB2 1PZ, England.",ek415@cam.ac.uk; jl221@cam.ac.uk; ib340@cam.ac.uk,"Konstantinou, Eirini/AAZ-9905-2021; Brilakis, Ioannis/H-5369-2013","Konstantinou, Eirini/0000-0003-3652-5557; Brilakis, Ioannis/0000-0003-1829-2083",EPSRCUK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC) [13440016]; LAING O'ROURKE PLC [13440016],"This research is an ICASE studentship award, supported by EPSRC and LAING O'ROURKE PLC under Grant No. 13440016. Any opinions, findings, and conclusions or recommendations included in this paper are those of the authors and do not necessarily reflect the views of organizations and people mentioned above.",,46,16,16,1,86,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0926-5805,1872-7891,,AUTOMAT CONSTR,Autom. Constr.,JUL,2019,103,,,,,,168,184,,10.1016/j.autcon.2019.01.018,,,17,"Construction & Building Technology; Engineering, Civil",Construction & Building Technology; Engineering,HW6VJ,WOS:000466828500012,,Green Submitted,,,2021-10-10,
J,"Fang, DP; Wu, CL; Wu, HJ",,,,"Fang, Dongping; Wu, Chunlin; Wu, Haojie",,,Impact of the Supervisor on Worker Safety Behavior in Construction Projects,JOURNAL OF MANAGEMENT IN ENGINEERING,,,English,Article,,,,,,Supervisory behavior; Worker safety behavior; Group-level safety climate; Construction projects; Behavior-based safety (BBS),OCCUPATIONAL ACCIDENTS; CLIMATE; LEADERSHIP; MODEL; INTERVENTION; PERFORMANCE; CULTURE; PERCEPTIONS; FRAMEWORK; INDUSTRY,"As a major organizational antecedent of worker safety behavior (WSB), management behavior is drawing more and more academic attention because it tends to be the root cause of occupational safety accidents. The current behavior-based safety (BBS) practices in construction do not sufficiently take management behavior into consideration, which leads to superficial and nonpersistent intervention impacts on unsafe behavior. In academia, the relationship between management behavior and employees' individual behavior in construction has not been clearly studied and precisely depicted. This paper is aimed at discovering those management behaviors which can significantly impact worker safety behavior in construction projects and depict the exact impacting paths. Supervisors were on the focus because they interact with workers most profoundly and frequently among all levels of the management. Two dimensions of supervisory behavior were identified, namely (1) training and preventive action, and (2) reactive and supportive action. Group-level safety climate was used as the mediator along the influencing paths. A 3-month strictly controlled questionnaire survey was undertaken in the Hong Kong construction industry to collect empirical data. Results obtained from confirmatory factor analysis and structural equation modeling showed that both direct and indirect impacts of supervisory behavior on worker safety behavior exist. Reactive and supportive action has a direct impact on worker safety behavior, but no impact on safety climate. Training and preventive action can influence different aspects of safety climate of the construction sites (like supervisory environment and workers' involvement), and thus improve safety conditions in a more profound (and comprehensive) manner than reactive and supportive action. This paper establishes the detailed empirical links among operational management behavior, group-level safety climate, and worker safety behavior in the construction settings, which can give significant insights into the development of safety management theories and practices. This can further help practitioners design enhanced BBS intervention approaches which can have a more sustainable and persistent impact on worker safety behavior. Specific recommendations and suggestions are provided for future BBS practices in construction. (C) 2015 American Society of Civil Engineers.","[Fang, Dongping; Wu, Chunlin] Tsinghua Univ, Sch Civil Engn, Dept Construct Management, Tsinghua Gammon Construct Safety Res Ctr, Beijing 100084, Peoples R China; [Wu, Haojie] Longfor Properties Co Ltd, Beijing 100084, Peoples R China","Fang, DP (corresponding author), Tsinghua Univ, Sch Civil Engn, Dept Construct Management, Tsinghua Gammon Construct Safety Res Ctr, Beijing 100084, Peoples R China.",fangdp@mail.tsinghua.edu.cn; wucl11@mails.tsinghua.edu.cn; wuhaojie@live.com,"Wu, Chunlin/U-2605-2017","Wu, Chunlin/0000-0003-4577-2859","Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [71172013, 50978155, 51378296]; China Ministry of EducationMinistry of Education, China [20090002110044]; Gammon Construction Ltd.","Acknowledgments are addressed to the Natural Science Foundation of China (Grant Nos. 71172013, 50978155, and 51378296), the China Ministry of Education (Grant No. 20090002110044), and Gammon Construction Ltd. for their support and participation in the research reported in this paper. The writers would also like to thank the anonymous reviewers for their invaluable and constructive comments on a previous draft of this paper, which contributed to the substantial revisions made since that time.",,53,115,119,17,259,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",0742-597X,1943-5479,,J MANAGE ENG,J. Manage. Eng.,NOV,2015,31,6,,,,,,,4015001,10.1061/(ASCE)ME.1943-5479.0000355,,,12,"Engineering, Industrial; Engineering, Civil",Engineering,CT8TG,WOS:000363088800015,,,,,2021-10-10,
J,"Andersen, LP; Nordam, L; Joensson, T; Kines, P; Nielsen, KJ",,,,"Andersen, Lars Peter; Nordam, Line; Joensson, Thomas; Kines, Pete; Nielsen, Kent J.",,,"Social identity, safety climate and self-reported accidents among construction workers",CONSTRUCTION MANAGEMENT AND ECONOMICS,,,English,Article,,,,,,Safety; management; accidents; work group identity; safety culture; safety leadership,INTERGROUP BEHAVIOR; SITE SAFETY; INDUSTRY; MODEL; IDENTIFICATION; ATTITUDES; METAANALYSIS; PERFORMANCE; ENVIRONMENT; ORGANIZATIONS,"The construction industry has one of the highest frequencies of work-related accidents. We examined whether construction workers predominantly identify themselves in terms of their workgroup or in terms of the construction site. In addition, we examined the associations between social identity and safety climate, and how these constructs are associated with work-related accidents. The analyses were based on questionnaire responses from 478 construction workers from two large construction sites, and the methods involved structural equation modeling. Results showed that the workers identified themselves primarily with their workgroup, and to a lesser degree with the construction site. Social identity and safety climate were related both at the workgroup and construction site levels, meaning that social identity may be an antecedent for safety climate. The association between social identity and safety climate was stronger at the workgroup level than at the construction site level. Finally, safety climate at both levels was inversely associated with self-reported accidents, with the strongest association at the workgroup level. A focus on improving safety climate, particularly by integrating initiatives at both the workgroup and management level, may have the potential to improve safety performance and thus decrease the risk of accidents and injuries on construction sites.","[Andersen, Lars Peter; Nordam, Line; Nielsen, Kent J.] Reg Hosp Herning, Dept Occupat Med, Herning, Denmark; [Joensson, Thomas] Aarhus Univ, Dept Psychol, Aarhus, Denmark; [Kines, Pete] Natl Res Ctr Working Environm, Div Safety Res, Copenhagen, Denmark","Andersen, LP (corresponding author), Reg Hosp Herning, Dept Occupat Med, Herning, Denmark.",laande@rm.dk,,"Jonsson, Thomas/0000-0002-9161-4459; Nielsen, Kent/0000-0002-4643-5697; Kines, Pete/0000-0002-8660-6366",Danish Working Environment Research Fund [26-2013-03],This work was supported by Danish Working Environment Research Fund [project number 26-2013-03].,,53,18,18,0,20,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0144-6193,1466-433X,,CONSTR MANAG ECON,Constr. Manag. Econ.,,2018,36,1,,,,,22,31,,10.1080/01446193.2017.1339360,,,10,Business,Business & Economics,FZ9NK,WOS:000427938500002,,"Green Published, hybrid",,,2021-10-10,
